date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,mkfastq
2023_03_20,FALSE,channel1,FF04679052,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,4000,40000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679065,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,3000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679067,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679069,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679108,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,20000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679108_2,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,20000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679166,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,3000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679209,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679229,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679233,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,25000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679255,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,25000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679266,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,8000,45000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679327,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,4000,40000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679420,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679467,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,3000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679555,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679572,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,4000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679658,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,3000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679732,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,3000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF04679738,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,3000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06996088,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,2000,20000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06996686,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,4000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06996827,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,3000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06997053,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,2000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06997535,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,5000,40000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06997562,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,4000,30000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF06997580,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,4000,35000,,,,TRUE,batch3,
2023_03_20,FALSE,channel1,FF09460275,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,1000,35000,,,,TRUE,batch3,
